Designator,Val,Package,Mid X,Mid Y,Rotation,Layer
J1,Conn_02x20_Odd_Even,IDC-female-flat-20_2,120.7879,-88.9,0.0,top
J2,Conn_02x13_Odd_Even,PinHeader_2x13_P2.54mm_Vertical,143.51,-88.9,0.0,top
